add_to_favorites_before_voting,add_to_favorites_before_voting,Add to Favorites before voting,Добавить в избранное перед голосованием,Додати до Улюбленого перед голосуванням,投票之前请把歌曲添加到“最喜欢的”,投票する前にお気に入りに追加,투표하기 전에 즐겨찾기에 추가합니다,Agregar a favoritos antes de votar,
invite_from_drawer,invite_from_drawer,Register now and take part in the first global online song contest\nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.com/us/app/dooky/id1523056414,Зарегистрируйтесь сейчас и примите участие в первом глобальном онлайн-конкурсе песен\nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.com/us/app/dooky/id1523056414,Зареєструйтеся зараз і візьміть участь у першому глобальному онлайн-конкурсі пісень\nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.com/us/app/dooky/id1523056414,立即注册并参加首届全球在线歌曲竞赛\nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.com/us/app/dooky/id1523056414,今すぐ登録して、最初のグローバルオンラインソ歌合戦に参加してください\nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.com/us/app/dooky/id1523056414,지금 등록하고 첫 번째 글로벌 온라인 노래 콘테스트에 참여하세요 \nGoogle\nhttp://play.google.com/store/apps/details?id=com.djooky\nApple\nhttps://apps.apple.,Registrate ahora y participe en el primer concurso mundial de canciones en línea \ nGoogle \ nhttp: //play.google.com/store/apps/details? Id = com.djooky \ nApple \ nhttps: //apps.apple.com/us / app / dooky / id1523056414,
check_out_the_features,check_out_the_features,Сheck out the features on the site https://djooky.fun,Ознакомьтесь с функциями на сайте https://djooky.fun,Ознайомтесь з функціями на сайті https://djooky.fun,查看新观点在https://djooky.fun,サイトに機能と利点を確認してください。https://djooky.fun,사이트의 기능을 확인하세요 https://djooky.fun,Consulta las funciones en el sitio https://djooky.fun,
you_must_fill_in_date_of_birth_and_phone,you_must_fill_in_date_of_birth_and_phone,"To nominate a song to the Djooky Music Awards, you must fill in Date of Birth and Phone Number fields in your Profile.","Чтобы номинировать песню в Djooky Music Awards, вы должны заполнить поля «Дата рождения» и «Номер телефона» в своем профиле.","Щоб номінувати пісню на Djooky Music Awards, необхідно заповнити поля ""Дата народження"" та ""Номер телефону"" у своєму профілі.",要将歌曲提名为无界音乐音乐奖，你必须在个人资料中填写出生日期和电话号码。,曲をDjookyMusic Awardsにノミネートすべく、プロフィールの「生年月日」と「電話番号」フィールドに入力する必要があります。,Djooky Music Awards에 노래를 지명하려면 프로필의 생년월일 및 전화 번호 필드를 입력해야 합니다,"Para nominar una canción a los Djooky Music Awards, debes anadir Fecha de nacimiento y Número de teléfono en su perfil.",
required_fields_are_empty,required_fields_are_empty,Required fields are empty,Обязательные поля пустые,Обов’язкові поля порожні,必填字段为空,必須フィールドが未入力,필요한 필드가 비어 있습니다,Los campos obligatorios están vacíos,
go_to_my_Profile,go_to_my_Profile,Go to my Profile,Перейти в мой профиль,Перейти до мого профілю,转到我的账户,マイ・プロフィールに戻る,내 프로필로 이동하기,Ir a mi perfil,
make_sure_the_link,make_sure_the_link,"Please, make sure the link has same format http://example.com and description is not Empty","Пожалуйста, убедитесь, что ссылка имеет тот же формат http://example.com, а описание не пусто","Переконайтесь, що посилання має такий самий формат http://example.com, а опис - не пустий",请确保链接的格式与http://example.com一样，并且介绍字段不为空,リンクは同じフォーマット「http://example.com」を確認してください。説明は入力が必須です。,링크 형식이 http://example.com이고 설명이 비어 있지 않은지 확인하십시오,"Por favor, asegúrese de que el enlace tenga el mismo formato http://example.com y que la descripción no esté vacía",
step,step,STEP,ШАГ,ШАГ,步骤,ステップ,스텝,PASO,
song_has_not_been_commercially,song_has_not_been_commercially,This Song has not been commercially released before,Эта песня ранее не выпускалась в коммерческих целях.,Ця пісня раніше не випускалася в комерційних цілях,这首歌之前尚未商业发行,この楽曲は未商品化のままである。,이 노래는 이전에 상업적으로 발매된 적이 없습니다,Esta canción no ha sido lanzada comercialmente antes,
djooky_music_awards_guidelines,djooky_music_awards_guidelines,Djooky Music Awards guidelines,Гайдлайны Djooky Music Awards,Гайдлайни Djooky Music Awards,无界音乐音乐奖说明,Djooky Music Awardsのガイドライン,Djooky Music Awards의 지침입니다,Directrices de los Djooky Music Awards,
song_successfully_added,song_successfully_added,Your song was successfully added,Ваша песня была успешно добавлена,Вашу пісню успішно додано,你的歌曲已添加了,楽曲が正常に追加されました,노래가 추가되었습니다,Tu canción se agregó correctamente,
view_my_songs,view_my_songs,View my songs,Посмотреть мои песни,Переглянути мої пісні,查看我的歌曲,曲の表示,내 노래를 보기,Ver mis canciones,
number_this_field_required,number_this_field_required,Number (This field required for an artist who has nominated song),"Номер (это поле необходимо для исполнителя, который номинировал песню)","Номер (це поле обов’язкове для виконавця, який номінував пісню)",号码（提名歌曲的歌手必须填写此字段）,番号「曲をノミネートしたアーティストにフィールドが必須です」,번호(이 필드는 노래를 지명한 아티스트에게 필요합니다),Número (este campo es obligatorio para un artista que ha nominado una canción),
role_changing_disabled,role_changing_disabled,(Role changing disabled for an artist who has nominated song),"(Смена ролей отключена для исполнителя, номинировавшего песню)","(Зміна ролі вимкнена для виконавця, який номінував пісню)",（提名歌曲的音乐家的角色更改已禁用）,(楽曲をノミネートしたアーティストはロールの変更に無効化です。),(노미네이트 곡이 있는 아티스트는 역할 변경을 사용할 수 없습니다),(Cambio de rol desactivado para un artista que ha nominado una canción),
score_results,score_results,Score Results,Счёт,Рахунок,得票结果,得点結果,점수 결과입니다,Resultados de la puntuación,
vote_counting,vote_counting,Vote Counting,Подсчет голосов,Підрахунок голосів,计票,開票,개표가,Conteo de votos,
ends,ends,Ends,Заканчивается,Закінчується,结束于,終了,끝납니다,Termina,
vote_in,vote_in,Vote in,,,投票于,投票,투표하세요,Elegir,
add_songs_from_stream_to_vote,add_songs_from_stream_to_vote,Add songs from Stream to allocate your Hit Points,"Добавьте песни из Стрім, чтобы распределить свои Hit Points","Додайте пісні зі Стрім, щоб розподілити cвої HP
",从音乐流中添加歌曲以分配你的Hit Points（才最火的歌曲）,ストリームから曲を追加してHit Points (ヒットポイント)を割り当てます,스팀의 노래를 추가하여 히트 포인트를 할당합니다,Agrega canciones de Stream para asignar tus Hit Points,
check_out_the_features_music,check_out_the_features_music,Сheck out the features on the site https://djooky.fun/music,Ознакомьтесь с функциями на сайте https://djooky.fun/music,Ознайомтесь з функціями на сайті https://djooky.fun/music,查看新观点在https://djooky.fun,サイトに機能と利点を確認してください。https://djooky.fun/music,사이트의 기능을 확인합니다 https://djooky.fun/music,Consulte las funciones en el sitio https://djooky.fun/music,
about_forecast_point,about_forecast_point,"To test your HitHunter skills, allocate your Hit Points (HP) to the songs in your HitHunter tab. Distribute your HP among several songs or give all to one song.","Чтобы проверить свои навыки ХитХантер, распределите свои очки (HP) в вашем ХитХантер. Распределите свои HP между несколькими песнями или отдайте все одной песне.","Щоб перевірити свої навички ХiтХантер, розподіліть свої Hit Points (HP) пісням у категорії ХiтХантер. Розподіліть свої HP серед кількох пісень або віддайте всі одній пісні.",为了预测未来最火的歌曲，请在HitHunter中的歌曲中分配你的预测点（HP），你可以选择几或者一首歌。,HitHunterスキルをテストするには、HitHunterタブの曲にHit Points (HP）を割り当てください。HPを複数の曲に分散するか、全部を1つの曲に割り当てます。,HitHunter 스킬을 테스트하려면 HitHunter 탭의 곡에 HP(Hit Points)를 할당합니다. 여러 곡에 HP를 배포하거나 한 곡에 모두 제공합니다.,"Para poner a prueba tus habilidades de HitHunter, asigna tus HP a las canciones en tu pestaña HitHunter. Distribuye tus HP entre varias canciones o entregue todo a una canción.",
clear_all,clear_all,Clear all,Очистить всё,Очистити все,全部清除,すべて消去,모두 비우기,Limpiar todo,
show_more,show_more,Show More,Показать больше,Показати більше,了解更多,さらに表示,모두 보기,Mostrar más,
country,country,Country,Страна,Країна,国家,国,나라,país,
forecast_operation_successful,forecast_operation_successful,HitHunter operation Successful,Операция ХитХантер успешна,ХiтХантер операція успішна,HitHunter操作成功,HitHunterが完了しました。,Hit Hunter 작업 성공,Operación HitHunter exitosa,
send,send,send,отправить,надіслати,发送,送る,보내기,enviar,
or,or,or,Или,або,或者,または,아니면,o,
voting_round,voting_round,Voting Round,Раунд голосования,Раунд голосування,投票阶段,投票ラウンド,투표 라운드,Ronda de votaciones,
no_internet_connection,no_internet_connection,No Internet Connection,Нет Интернет подключения ,Відсутнє підключення до Інтернету,没有网络连接,インターネット接続がない,인터넷이 연결되지 않습니다,Sin conexión a Internet,
resend,resend,resend,Отправить,повторно відправити,重发,再送,다시 보내 주세요,reenviar,
resend_via,resend_via,Resend via,Отправить повторно через,Повторно надіслати через,通过发送,...によって再度,...을(를) 통해 다시 보냅니다,Reenviar vía,
exhausted_sms_verify,exhausted_sms_verify,"Sorry, but you have exhausted 5 SMS verification attempts per day, try it tomorrow!","Извините, но вы исчерпали 5 попыток проверки по SMS в день, попробуйте завтра!","Вибачте, але Ви вичерпали 5 спроб перевірки SMS на день, спробуйте завтра!",抱歉，你每天尝试5次短信验证尝试，明天试试吧,申し訳ございません。1日に5回のSMS検証の試行を使い果たしました。明日もう一度やってください。,"죄송하지만, 하루에 5번의 SMS 확인 시도를 모두 마쳤습니다. 내일 해보세요!","Lo sentimos, pero ha agotado 5 intentos de verificación por SMS al día, ¡pruébalo mañana! ",
your_phone,your_phone,Your phone,Ваш номер телефона,Ваш номер телефону,你的手机,電話番号,전화번호,Su teléfono,
number_verify_success,number_verify_success,"Thank you, your number was successfully verified!","Спасибо, ваш номер был успешно проверен!","Дякуємо, Ваш номер успішно підтверджено!",谢谢，你的电话号码已成功验证！,ありがとう、番号が検証に成功しました！,감사합니다. 귀하의 번호가 성공적으로 확인되었습니다!,"¡Gracias, su número fue verificado correctamente!",
check_code,check_code,Please check if the code is correct!,"Пожалуйста, проверьте правильность кода!","Будь ласка, перевірте, чи правильний код!",请检查验证码是否正确！,コードが正しいことを確認してください！,코드가 맞는지 확인해주세요!,"¡Por favor, compruebe si el código es correcto!",
your_number_is,your_number_is,Your number is,Ваш номер,Ваш номер телефону,你的电话号码为,番号,전화번호는,Tu numero es,
verify_sent_code,verify_sent_code,Please type Verification code sent to,"Введите код подтверждения, отправленный на","Введіть код підтвердження, надісланий на",请你输入验证码,送信された認証確認コードを入力してください。,보낸 확인 코드를 입력하세요,Escriba el código de verificación enviado a,
resend_new_via,resend_new_via,Resend new sms via,Отправить новое смс через,Повторно надішліть нове SMS через,把短信发送通过,経由でSMSを送信,...을 통해 새 SMS를 다시 보냅니다,Reenviar nuevos sms a través de,
verification_code,verification_code,Verification Code,Код подтверждения,Код підтвердження,验证码,認証コード,확인 코드,Código de verificación,
,Ачивы,,,,,,,,
achievements,achievements,Achievements,Достижения,Досягнення,成绩,成果,성과,Logros,Errungenschaften
top_hithunters,top_hithunters,TOP HitHunters,ТОП ХитХантеры,Топ ХітХантери,最厉害的HitHunters,トップHitHunters,탑 히트 헌터즈,TOP HitHunters,Top HitHunter
place,place,Place,Место ,Місце,地点,位,배치하기,Lugar,Platz
getting_started_user,,Getting started,Начинаем,Починаємо,开始,始める,시작하겠습니다,Empezando,Start beginnt 
top_10_national,,Top 10 National,10 лучших национальных,10 кращих національних,全国Top 10,全国のトップ10,TOP 10 국민 ,Top 10 Nacional,Top 10 National
num_1_national,,#1 National,#1 Национальный,#1 Національний,#1全国,#1全国,#1 국민 ,# 1 Nacional,#1 National
top_50_global,,Top 50 Global,50 лучших глобально,50 кращих глобально,全球Top 50,グローバルのトップ50,글로벌 TOP 50,Top 50 a nivel mundial,Top 50 Global
prophet,,Prophet,Предсказатель,Провісник,预言家,Prophet,예언자,Profeta,Prophet
global_leader,,Global leader,Глобальный лидер,Глобальний лідер,全球领导者,グローバルリーダー,글로벌 리더,Líder mundial,Weltweit führend
continental_leader,,Continental leader,Континентальный лидер,Континентальний лідер,大陆领先,大陸のリーダー,대륙 리더,Líder continental,Kontinental führend
national_leader,,National leader,Национальный лидер,Національний лідер,全国领先,国家のリーダー,국민 리더,Líder nacional,National führend
ready_to_go,,Ready to go,Готов начать,Готовий розпочати,准备好开始,始めましょう,Ready to go,Listo para ir,Bereit zu loszulegen
getting_started_artist,,Getting started,Начинаем,Починаємо,开始,始める,시작하겠습니다,Empezando,Start beginnt 
welcome_to_scene,,Welcome to the scene,Добро пожаловать на сцену,Ласкаво просимо на сцену,欢迎来到现场,現場へようこそ,Welcome to the scene,Bienvenido a la escena,Willkommen in der Branche 
top_10,,Top 10,Топ 10,Топ 10,前10名,トップ10,Top 10,Top 10,Top 10
lucky_10,,Lucky 10,10 везунчиков,10 везунчиків,幸运的10名,ラッキー10,Lucky 10,10 de la suerte,Glückszahl 10
sharing_is_caring,,Sharing is caring,Делиться – это забота,Ділитися – це турбота,分享是关怀,共有は思いやり,나눔은 배려입니다,Compartir es demostrar interés,Teilen ist fürsorglich
first_100,,First 100,Первые 100,Перші 100,前 100,先着100,First 100,Primeros 100,Ersten 100
good_start,,Good start,Хорошее начало,Хороший початок,开始好了,良いスタート,좋은 시작,Buen comienzo,Guten Start
top_in_spot,,Top in your spot,Топ на своем месте,Топ на своєму місці,最厉害 ,トップ,내 지역에 있는 TOP,Top en tu lugar,Top in deinem Bereich
top_10_continental,,Top 10 Continental,Топ 10 континента,Топ 10 континенту,前 10 名大陆,大陸のトップ10,대륙 Top 10,Los 10 mejores continentales,Top 10 Kontinental 
top_5_global,,Top 5 Global,Топ 10 глобально,Топ 10 глобально,前5全球,グローバルのトップ5,글로벌 Top 5 ,Top 5 global,Top 5 Global
song_of_the_day,,Song of the Day,Песня дня ,Пісня дня,今日之歌,本日の一曲,오늘의 노래,Canción del día,Lied des Tages
very_grand,,Very grand,Очень грандиозный,Дуже грандіозний,厉害,非常に壮大な,아주 훌륭합니다,Muy grandioso,Sehr grossartig
_15_shares,,15 shares,15 разделов,15 поділів,15分享,15株,15주요,15 veces compartido,15 Teilungen 
counting_the_thousands,,Counting the thousands,Подсчитывая тысячи,Підраховуючи тисячі,数以千计,数千をカウントする,수천을 세고 있습니다,Contando los miles,Die Tausende zählen
world_is_oyster,,The world is your oyster,Мир – твоя устрица,Світ — твоя устриця,世界是你的牡蛎,世界は君の思うままである,세상은 당신의 굴입니다,El mundo es tu ostra,Die Welt liegt Ihnen zu Füssen
experienced,,Experienced,Опытный,Досвідчений,经验的,経験豊かな,경험자,Experimentado,Erfahrung 
non_stop,,Non-stop,Не останавливаясь,Не зупиняючись,马不停止,ノンストップ,Non-stop,Sin escalas,Non-Stop
champ,,The champ,Чемпион,Чемпіон,冠军,チャンプ,챔피언,El campeón,Der Champ 
king_of_continent,,King of the Continent,Король континента,Король континенту,大陆之王,大陸のキング,대륙의 왕,Rey del continente,König der Kontinente
benjamin_listening,,Benjamin is listening,Бенджамин слушает,Бенджамін слухає,Benjamin（本杰明）在听,Benjaminは聞いています,Benjamin은 듣고 있습니다,Benjamin esta escuchando,Benjamin hört zu
benjamin_sharing,,Benjamin is sharing,Бенджамин делится,Бенджамін ділиться,Benjamin（本杰明）在分享,Benjaminは共有しています,Benjamin은 공유하고 있습니다,Benjamin esta compartiendo,Benjamin teilt 
benjamin_voting,,Benjamin is voting,Бенджамин голосует,Бенджамін голосує,Benjamin（本杰明）在投票,Benjaminは投票しています,Benjamin은 투표하고 있습니다.,Benjamin está votando,Benjamin stimmt ab
diamond,,Diamond,Бриллиант,Діаманд,钻石,ダイヤモンド,다이아몬드,Diamante,Diamant 
getting_started_user_desc,,You spent your first 100 VP!,Ты использовал свои первые 100 баллов,Ти використав(ла) свої перші 100 балів,你花了你的第一个 100 VP！,最初の100のVPを使ったんですね!,첫 100VP를 써버렸습니다,¡Gastaste tus primeros 100 VP!,Du hast deine ersten 100 VP ausgegeben!
top_10_national_desc,,A song that you voted for got into the top 10 in its country this week,"Песня, за которую ты проголосовал(а), на этой неделе вошла в десятку лучших в своей стране","Пісня, за яку ти проголосував(ла), цього тижня увійшла до десятки найкращих у своїй країні",本周你投票的一首歌曲进入了该国的前 10 名,投票した曲が、その国で今週トップ10に入りしました。,당신이 투표한 노래가 이번 주에 국민  노래 중에서 top 10에 들었습니다,Una canción por la que votaste entró en el top 10 en su país esta semana.,"Ein Song, für den Sie gestimmt haben, kam diese Woche in die Top 10 seines Landes"
num_1_national_desc,,A song that you voted for became #1 in its country this week!,"Песня, за которую ты проголосовал(а), на этой неделе стала #1 в своей стране!","Пісня, за яку ти проголосував(ла), цього тижня стала #1 у своїй країні!",本周你投票选出的一首歌曲在其所在国家排名第一！,投票した曲が、その国で今週1位になりました。,당신이 투표한 노래가 이번 주에 국민  노래 중에서 1위를 차지했어요!,¡Una canción por la que votaste se convirtió en la número 1 en su país esta semana!,"Ein Song, für den Sie gestimmt haben, wurde #1 in seinem Land diese Woche!"
top_50_global_desc,,A song that you voted for got into the top 50 globally this week,"Песня, за которую ты проголосовал(а), на этой неделе вошла в 50 лучших в мире","Пісня, за яку ти проголосував(ла), цього тижня увійшла до 50 найкращих у світі","你投的一首歌进入了本周全球前 50 名",投票した曲が今週、グロバルでトップ50に入りました。,당신이 투표한 노래가 이번 주에 전 세계 50위 안에 들었습니다,Una canción por la que votaste entró en el top 50 a nivel mundial esta semana.,"Ein Song, für den Sie gestimmt haben, kam diese Woche in die Top 50 weltweit"
prophet_desc,,3 of the songs that you've voted for became #1 in the weekly charts,"3 песни, за которые ты проголосовал(а), стали #1 в недельных чартах","3 пісні, за які ти проголосував(ла), стали #1 у тижневих чартах",你投票的 3 首歌曲在每周排行榜中排名第一,投票した3曲が週間チャートで1位になりました。,투표한 곡 중 3곡이 주간차트 1위에 올랐습니다,3 de las canciones por las que votaste se convirtieron en el número 1 en las listas semanales,"3 der Songs, für den Sie gestimmt haben, wurden Platz 1 der Wochencharts"
global_leader_desc,,A song that you voted for became #1 in the Global Round,"Песня, за которую ты проголосовал(а), стала #1 в Глобальном раунде","Пісня, за яку ти проголосував(ла), стала #1 у Глобальному раунді",你投票选出的歌曲在全球比赛中排名第一,投票した曲がグローバルラウンドで1位になりました。,당신이 투표한 노래가 글로벌 라운드에서 1위를 차지했습니다,Una canción por la que votaste se convirtió en la número 1 en la Ronda Global,"Ein Song, für den Sie gestimmt haben, wurde #1 in der Global Round"
continental_leader_desc,,A song that you voted for became #1 in the Continental Round,"Песня, за которую ты проголосовал(а), стала #1 в Континентальном раунде","Пісня, за яку ти проголосував(ла), стала #1 у Континентальному раунді",你投票选出的一首歌曲在大陆比赛中排名第一,投票した曲が大陸ラウンドで1位になりました。,투표한 곡이 컨티넨탈 라운드에서 1위를 차지했습니다,Una canción por la que votaste se convirtió en la número 1 en la Ronda Continental,"Ein Song, für den Sie gestimmt haben, wurde #1 in der Continental Round  "
national_leader_desc,,A song that you voted for became #1 in the National Round,"Песня, за которую ты проголосовал(а), стала #1 в Национальном раунде","Пісня, за яку ти проголосував(ла), стала #1 у Національному раунді",你投票选出的一首歌曲在全国比赛中排名第一,投票した曲が国政ラウンドで1位になりました。,투표한 곡이 전국 1위에 올랐습니다,Una canción por la que votaste se convirtió en la número 1 en la Ronda Nacional,"Ein Song, für den Sie gestimmt haben, wurde #1 in der National Round"
ready_to_go_desc,,Finish filling out your profile,Завершив заполнение профиля,Заверши заповнення профілю,完成你的个人资料填写,プロフィールの入力完了,프로필 작성을 완료하세요,Termina de completar tu perfil,Beenden Sie das Ausfüllen Ihres Profils
getting_started_artist_desc,,You uploaded your first song,Ты скачал(а) свою первую песню,Ти завантажив(ла) свою першу пісню,你上传了你的第一首歌,最初の曲をアップロードしました,첫 노래를 올렸습니다,Subiste tu primera canción,Sie haben Ihren ersten Song hochgeladen
welcome_to_scene_desc,,You nominated your first song,Ты номинировал свою первую песню,Ти номінував(ла) свою першу пісню,你提名了你的第一首歌,最初の曲をノミネートしました,첫 곡을 지명했어요,Nominaste tu primera canción,Sie haben Ihren ersten Song nominiert 
top_10_desc,,Your song was in the top 10 of the National Round,Твоя песня вошла в топ-10 Национального раунда,Твоя пісня увійшла в топ-10 Національного раунду,你的歌曲进入全国前十,あなたの曲は国政ラウンドでトップ10に入りました。,당신의 노래는 국민 라운드 top 10에 들었습니다,Tu canción estuvo en el top 10 de la Ronda Nacional,Dein Song war in den Top 10 der National Round
lucky_10_desc,,Your song has been streamed 100 times,Твою песню прослушали 100 раз,Твою пісню прослухали 100 разів,你的歌曲已被播放 100 次,あなたの曲が100回ストリーミングされました,당신의 노래는 100번 스트리밍 되었습니다,Tu canción se ha reproducido 100 veces,Ihr Song wurde 100 Mal gestreamt
sharing_is_caring_desc,,Your song been shares for the first time,Твоей песней делятся впервые,Твоєю піснею діляться вперше,你的歌曲第一次被分享,あなたの曲が初めて共有されました。,당신의 노래가 처음으로 공유되었습니다,Tu canción ha sido compartida por primera vez,Dein Song wurde zum ersten Mal geteilt
first_100_desc,,Your song has received its first 100 VP,Твоя песня получила первые 100 баллов,Твоя пісня отримала перших 100 балів,您的歌曲获得了第一个 100 支持点,あなたの曲が最初の100VPを獲得しました。,당신의 노래는 첫 100VP를 받았습니다,Tu canción ha recibido sus primeros 100 VP,Ihr Song hat seine ersten 100 VP erhalten
good_start_desc,,You uploaded you first 3 songs,Ты загрузил(а) свои первые 3 песни,Ти завантажив(ла) своїх перших 3 пісні,你上传了3 首歌曲,最初の3曲をアップロードしました。,처음 3곡을 업로드했습니다,Subiste tus primeras 3 canciones,Du hast die ersten 3 Songs hochgeladen
top_in_spot_desc,,Your song was #1 in the National Round,Твоя песня была #1 в Национальном раунде,Твоя пісня була #1 у Національному раунді,你的歌曲在全国比赛中排名第一,曲が国政ラウンドで1位になりました,당신의 노래는 전국 라운드에서 1위를 차지했습니다,Tu canción fue # 1 en la Ronda Nacional,Dein Song war #1 in der National Round
top_10_continental_desc,,Your song was in the top 10 in the Continental Round,Твоя песня вошла в топ-10 Континентального раунда,Твоя пісня увійшла в топ-10 Континентального раунду,你的歌曲在大陆赛中进入前 10 名,曲が大陸ラウンドでトップ10に入っていました。,대륙 라운드 top 10 안에 들었습니다,Tu canción estuvo en el top 10 en la Ronda Continental,Dein Song war in den Top 10 der Continental Round
top_5_global_desc,,Your song was in the top 5 of the Global Round,Твоя песня вошла в топ-5 Глобального раунда,Твоя пісня увійшла в топ-5 Глобального раунду,你的歌曲在全球比赛中排名前五,曲がグロバルラウンドで5トップに入っていました。,당신의 노래는 글로벌 라운드 top 5 안에 들었습니다,Tu canción estuvo en el top 5 de la Ronda Global,Dein Song war in den Top 5 der Global Round
song_of_the_day_desc,,Your song was chosen as the Song of the Day!,Твоя песня была выбрана как песня дня!,Твоя пісня була вибрана як пісня дня!,你的歌被选为今日之歌,曲が「本日の一曲」に選ばれました。,당신의 노래가 오늘의 노래로 선정되었어요!,¡Tu canción fue elegida como la canción del día!,Dein Lied wurde zum Lied des Tages gewählt!
very_grand_desc,,"Your song has been streamed 1,000 times",Твою песню прослушали 1000 раз,Твою пісню прослухали 1000 разів,"你的歌曲已被播放 1,000 次",あなたの曲が千回ストリーミングされました,"당신의 노래는 1,000번 스트리밍되었습니다",Tu canción se ha reproducido 1.000 veces,Ihr Song wurde 1.000 Mal gespielt
_15_shares_desc,,Your song has been shared 15 times!,Твоей песней поделились 15 раз!,Твоєю піснею поділились 15 разів!,你的歌曲已被分享 15 次！,あなたの曲が15回共有されました。,당신의 노래는 15번 공유되었습니다!,¡Tu canción ha sido compartida 15 veces!,Ihr Song wurde 15 Mal geteilt!
counting_the_thousands_desc,,"Your song has received 5,000 VP","Твоя песня получила 5,000 баллов","Твоя пісня отримала 5, 000 балів","你的歌曲获得了 5,000 支持点",あなたの曲が五千VPを獲得しました。,"당신의 노래는 5,000VP를 받았습니다","Tu canción ha recibido 5,000 VP",Ihr Song hat 5.000 VP erhalten
world_is_oyster_desc,,You made it into the Global Round,Ты прошел в Глобальный раунд,Ти пройшов у Глобальний раунд,你进入了全球比赛,グローバルラウンドに進出した,"당신의 노래는 5,000VP를 받았습니다.",Llegaste a la Ronda Global,Du hast es in die Global Round geschafft  
experienced_desc,,You've uploaded 10 songs,Ты загрузил(а) 10 песен,Ти завантажив(ла) 10 пісень,你已上传 10 首歌曲,10曲をアップロードしました。,10곡을 업로드했습니다,Has subido 10 canciones,Du hast 10 Songs hochgeladen
non_stop_desc,,You've made it to the Continental Round 3 times in row!,Ты попал(а) в Континентальный раунд 3 раза подряд!,Ти потрапив(ла) до Континентального раунду 3 рази поспіль!,你在TOP3进入了全,3回連続で大陸ラウンドに進出しました。,대륙 라운드에 3회 연속 진출하셨습니다!,¡Has llegado a la Ronda Continental 3 veces seguidas!,Du hast es 3 Mal in der Folge in die Continental Round geschafft!
champ_desc,,You won the Global Round!,Ты выиграл(а) Глобальный Раунд!,Ти виграв(ла) Глобальний Раунд!,你赢了！,グローバルラウンドで優勝しました!,글로벌 라운드에서 우승했습니다!,¡Ganaste la Ronda Global!,Du hast die Global Round gewonnen!
king_of_continent_desc,,King of the Continent,Король континента,Король континенту,大陆之王,大陸のキング,대륙의 왕,Rey del continente,König des Kontinents
benjamin_listening_desc,,"Your song was streamed 100,000 times","Твою песню прослушали 100, 000 раз","Твою пісню прослухали 100, 000 разів","你的歌曲被播放了 100,000 次","あなたの曲が100,000回ストリーミングされました",당신의 노래는 10만번 스트리밍 되었습니다,Tu canción se transmitió 100.000 veces,Dein Song wurde 100.000 Mal gestreamt
benjamin_sharing_desc,,"Your song was shared 100,000 times",Твоей песней поделились 100 000 раз!,"Твоєю піснею поділились 100, 000 разів!","你的歌曲被分享了 100,000 次","あなたの曲が100,000回共有されました。",당신의 노래는 10만번 공유되었습니다,Tu canción fue compartida 100.000 veces,Dein Song wurde 100.000 Mal geteilt
benjamin_voting_desc,,"Your song received 100,000 VP","Твоя песня получила 100, 000 баллов","Твоя пісня отримала 100, 000 балів","你的歌曲获得了 100,000 支持点","あなたの曲が100,000VPを獲得しました。",당신의 노래는 10만 VP를 받았습니다,"Tu canción recibió 100,000 VP",Dein Song hat 100.000 VP erhalten
diamond_desc,,A Hithunter has placed a diamond on your song!,Hithunter обозначил твою песню бриллиантом!,Hithunter позначив твою пісню діамантом!,Hithunter 在你的歌曲中放置了一颗钻石！,HitHunterがあなたの曲にダイヤモンドを置いた!,Hithunter가 당신의 노래에 다이아몬드를 박았습니다!,¡Un Hithunter ha colocado un diamante en tu canción!,Ein Hithunter hat einen Diamanten an deinen Song vergeben!
,,,,,,,,,
roll_up,,Roll up,Вернуться,Повернутися,回去,ロール・アップ,걷어올리기,Regresa,
voting,,Voting,Голосование,Голосування,投票,投票,투표하기,Votación,
national,,National,Национальный ,Національний,全国的,国内,전국,Nacional,
continental,,Continental,Континентальный ,Континентальний,洲际的,大陸,대륙,Continental,
global,,Global,Глобальный,Глобальний,全球的,グローバル,글로벌,Global,
end_of_round,,End of round,Конец раунда ,Закінчення раунду,投票结束了,ラウンド終了,라운드 종료 시간,Fin de ronda,
find_songs_or_artists,,Type here to find songs or artists,"Напиши тут, что бы найти песни или исполнителей ","Напиши тут, щоб знайти пісні чи виконавців",在此输入以查找歌曲或音乐家,検索条件（アーティスト名や曲のタイトル）,노래나 아티스트를 찾으려면 여기를 입력하십시오,Escribe aquí para buscar canciones o artistas,
invalid_password_or_email,,Invalid password or email,Пароль или электронный адрес недействителен ,Недійсний пароль або електронна адреса,密码或电子邮件无效,無効なメールアドレスまたはパスワード​です,암호 또는 이메일이 잘못됩니다,Contraseña o correo electrónico no válido,
sign_in_with_Apple,,Sign in with Apple,Войти с помощью Apple,Зайти за допомогою Apple,使用 Apple账户 登录,Appleでサインイン,Apple로 로그인합니다,Iniciar sesión con Apple,
